updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	externalRuleEngine	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2026-06-22T04:22:54+0000	13.0	csharpsquid:S4487	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	c8ae9273-dd7b-4ebd-9304-75c4ec117dde	CRITICAL		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Remove this unread private field '_atencionRepository' or refactor the code to use its value.	2026-06-22T04:22:54+0000	false	"cwe / unused / "		Clinica-Santa-Monica:Clinica.API/Services/Imp/PagoService.cs	false	{startLine=13.0, endLine=13.0, startOffset=41.0, endOffset=60.0}	5min	3d72b0ac771e93200c605968f6673bd1	OPEN
2026-06-22T04:22:54+0000	102.0	csharpsquid:S3358	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	96c7dc75-73ac-42e6-a0b1-a7f5d1222269	MAJOR		paricahuak40@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Extract this nested ternary operation into an independent statement.	2026-06-22T04:22:54+0000	false	"confusing / "		Clinica-Santa-Monica:Clinica.API/Services/Imp/PagoService.cs	false	{startLine=102.0, endLine=102.0, startOffset=55.0, endOffset=118.0}	5min	45b8e427f27466320e2989a7f1ecc132	OPEN
2026-06-23T02:26:07+0000	24.0	csharpsquid:S125	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	9d751cac-9d14-4a15-85d9-9fb28234c310	MAJOR		paricahuak40@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2026-06-22T04:22:54+0000	false	"unused / "		Clinica-Santa-Monica:Clinica.Domain/Entities/ATENCIONES/ExamenFisico.cs	false	{startLine=24.0, endLine=24.0, startOffset=52.0, endOffset=75.0}	5min	49540704ab8d977a1b901f88bc45e4d1	OPEN
2026-06-23T02:26:07+0000	37.0	csharpsquid:S125	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	38ccd72b-7ccc-4466-9856-b401f5875ef3	MAJOR		paricahuak40@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2026-06-22T04:22:54+0000	false	"unused / "		Clinica-Santa-Monica:Clinica.Domain/Entities/ATENCIONES/ExamenFisico.cs	false	{startLine=37.0, endLine=37.0, startOffset=40.0, endOffset=57.0}	5min	1832bb33456f7da0623d5996a9527b01	OPEN
2026-06-23T02:26:07+0000	38.0	csharpsquid:S125	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	9c6939a3-6114-4fe0-8601-085228ebb65a	MAJOR		paricahuak40@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2026-06-22T04:22:54+0000	false	"unused / "		Clinica-Santa-Monica:Clinica.Domain/Entities/ATENCIONES/ExamenFisico.cs	false	{startLine=38.0, endLine=38.0, startOffset=57.0, endOffset=67.0}	5min	eca2308f32012e3e39a2b4f48ec7c2f7	OPEN
2026-06-23T02:26:07+0000	118.0	csharpsquid:S1192	Clinica-Santa-Monica	4min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=162.0, endLine=162.0, startOffset=80.0, endOffset=95.0}, msgFormattings=[]}]} / {locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=194.0, endLine=194.0, startOffset=34.0, endOffset=49.0}, msgFormattings=[]}]} / {locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=194.0, endLine=194.0, startOffset=83.0, endOffset=98.0}, msgFormattings=[]}]} / {locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=237.0, endLine=237.0, startOffset=80.0, endOffset=95.0}, msgFormattings=[]}]} / "	MAIN	-	e3ae3eeb-6acd-45cb-a35a-2f3b0eca8c32	MINOR		paricahuak40@gmail.com	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Define a constant instead of using this literal 'Administrador' 5 times.	2026-06-22T04:22:54+0000	false	"design / "		Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs	false	{startLine=118.0, endLine=118.0, startOffset=25.0, endOffset=40.0}	4min	77acc3ce35f4f38796bead24c946eaef	OPEN
2026-06-23T02:26:07+0000	194.0	csharpsquid:S1192	Clinica-Santa-Monica	4min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=236.0, endLine=236.0, startOffset=82.0, endOffset=89.0}, msgFormattings=[]}]} / {locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=327.0, endLine=327.0, startOffset=89.0, endOffset=96.0}, msgFormattings=[]}]} / {locations=[{component=Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs, textRange={startLine=487.0, endLine=487.0, startOffset=89.0, endOffset=96.0}, msgFormattings=[]}]} / "	MAIN	-	92012cf6-ead7-4031-9396-2a6d7b58ae08	MINOR		paricahuak40@gmail.com	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Define a constant instead of using this literal 'admin' 4 times.	2026-06-22T04:22:54+0000	false	"design / "		Clinica-Santa-Monica:Clinica.Infrastructure/Data/Seeds/DataSeeder.cs	false	{startLine=194.0, endLine=194.0, startOffset=13.0, endOffset=20.0}	4min	7f3992b1c0cf4f349f870192b689126f	OPEN
2026-06-23T02:26:07+0000	42.0	csharpsquid:S1135	Clinica-Santa-Monica	0min	CODE_SMELL	COMPLETE		OPEN		MAIN	-	86a195a8-682c-4989-b943-b267d04f6510	INFO		paricahuak40@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	Complete the task associated to this 'TODO' comment.	2026-06-22T04:22:54+0000	false	"cwe / "		Clinica-Santa-Monica:Clinica.Infrastructure/Repositories/AtencionRepository.cs	false	{startLine=42.0, endLine=42.0, startOffset=25.0, endOffset=29.0}	0min	238764f18953fa080153c9eb91c93684	OPEN
2026-06-23T02:26:07+0000	35.0	csharpsquid:S3358	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	780d9a8b-ee61-4d1c-a1aa-4ccdc0e70bf9	MAJOR		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Extract this nested ternary operation into an independent statement.	2026-06-22T04:22:54+0000	false	"confusing / "		Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/DetalleAtencionDialog.razor	false	{startLine=35.0, endLine=35.0, startOffset=106.0, endOffset=174.0}	5min	7bd8f15761b7903ee5e92d43a4be181d	OPEN
2026-06-23T02:26:07+0000	-	external_roslyn:MUD0002	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	ef660c59-efa5-4c81-85f4-869755f16462	MAJOR		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Illegal Attribute 'Loading' on 'MudStepper' using pattern 'LowerCase' source location '(424,20)-(432,21)'	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor	false	-	0min	-	OPEN
2026-06-23T02:26:07+0000	21.0	csharpsquid:S4487	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	25a45c6e-2942-406b-9e6b-14e0fd4f5b08	CRITICAL		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Remove this unread private field 'Form' or refactor the code to use its value.	2026-06-22T04:22:54+0000	false	"cwe / unused / "		Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=21.0, endLine=21.0, startOffset=21.0, endOffset=25.0}	5min	3ab09022d1591711d3f8648479e974e7	OPEN
2026-06-23T02:26:07+0000	22.0	csharpsquid:S4487	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	8d77a544-703d-48df-8eac-b860a96da2a2	CRITICAL		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Remove this unread private field 'Stepper' or refactor the code to use its value.	2026-06-22T04:22:54+0000	false	"cwe / unused / "		Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=22.0, endLine=22.0, startOffset=24.0, endOffset=31.0}	5min	9e421d3973cebf4f9418b4d3d52777f9	OPEN
2026-06-23T02:26:07+0000	51.0	external_roslyn:CA1862	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	f6191139-1999-4dbc-979f-a3a2f6d0d86e	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Prefiera la sobrecarga de método de comparación de cadenas de ""string.Contains(string)"" que toma un valor de enumeración ""StringComparison"" para realizar una comparación sin distinción de mayúsculas y minúsculas, pero tenga en cuenta que esto puede provocar cambios sutiles en el comportamiento, por lo que asegúrese de realizar pruebas exhaustivas después de aplicar la sugerencia, o si no se requiere una comparación culturalmente confidencial, considere la posibilidad de usar ""StringComparison.OrdinalIgnoreCase"""	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=51.0, endLine=51.0, startOffset=45.0, endOffset=150.0}	0min	d3cba7d1be32b8dd7e7df66d00ac91a6	OPEN
2026-06-23T02:26:07+0000	60.0	external_roslyn:CA1862	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	01c8ce91-bd43-4879-8bd7-8c7efc85c14c	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Prefiera la sobrecarga de método de comparación de cadenas de ""string.Contains(string)"" que toma un valor de enumeración ""StringComparison"" para realizar una comparación sin distinción de mayúsculas y minúsculas, pero tenga en cuenta que esto puede provocar cambios sutiles en el comportamiento, por lo que asegúrese de realizar pruebas exhaustivas después de aplicar la sugerencia, o si no se requiere una comparación culturalmente confidencial, considere la posibilidad de usar ""StringComparison.OrdinalIgnoreCase"""	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=60.0, endLine=60.0, startOffset=45.0, endOffset=135.0}	0min	6dd6a857016ce0c035b9fe061cb6e06b	OPEN
2026-06-23T02:26:07+0000	69.0	external_roslyn:CA1862	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	dc040248-6e7a-45ee-ac94-0fbd34673570	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Prefiera la sobrecarga de método de comparación de cadenas de ""string.Contains(string)"" que toma un valor de enumeración ""StringComparison"" para realizar una comparación sin distinción de mayúsculas y minúsculas, pero tenga en cuenta que esto puede provocar cambios sutiles en el comportamiento, por lo que asegúrese de realizar pruebas exhaustivas después de aplicar la sugerencia, o si no se requiere una comparación culturalmente confidencial, considere la posibilidad de usar ""StringComparison.OrdinalIgnoreCase"""	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=69.0, endLine=69.0, startOffset=65.0, endOffset=108.0}	0min	6870a2c00c3777e1ffc6854cd10c93a8	OPEN
2026-06-23T02:26:07+0000	105.0	external_roslyn:CA1860	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	2ad0108e-7aa1-4568-a35c-c7aa6b864538	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Es preferible comparar ""Count"" con 0 en lugar de usar ""Any()"", tanto por claridad como por rendimiento."	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=105.0, endLine=105.0, startOffset=32.0, endOffset=53.0}	0min	b3527d54becdddd8f727f2a71941ea37	OPEN
2026-06-23T02:26:07+0000	106.0	external_roslyn:CA1860	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	1b855345-12e4-45b8-9652-4f3cdd82eda3	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Es preferible comparar ""Count"" con 0 en lugar de usar ""Any()"", tanto por claridad como por rendimiento."	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=106.0, endLine=106.0, startOffset=32.0, endOffset=53.0}	0min	085c6b8728e5787526ef008306116454	OPEN
2026-06-23T02:26:07+0000	107.0	external_roslyn:CA1860	Clinica-Santa-Monica	0min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	roslyn	d18193cf-bd1c-44e7-a60d-5a83933675df	INFO		yukyuel@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	"Es preferible comparar ""Count"" con 0 en lugar de usar ""Any()"", tanto por claridad como por rendimiento."	2026-06-22T04:22:54+0000	false			Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=107.0, endLine=107.0, startOffset=27.0, endOffset=43.0}	0min	e55edf9babf20fc92778d400e18f30b8	OPEN
2026-06-23T02:26:07+0000	120.0	csharpsquid:S1144	Clinica-Santa-Monica	2min	CODE_SMELL	CLEAR		OPEN		MAIN	-	82d8e0a3-0ed0-46b8-8dd3-8162da1abd3b	MAJOR		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove the unused private method 'CargarHistorialAsync'.	2026-06-22T04:22:54+0000	false	"unused / "		Clinica-Santa-Monica:Clinica.WASM/Components/Atenciones/RegistrarAtencionDialog.razor.cs	false	{startLine=120.0, endLine=120.0, startOffset=23.0, endOffset=43.0}	2min	c868ac2e86527a69dd281c13728b2a19	OPEN
2026-06-23T02:26:07+0000	34.0	csharpsquid:S3358	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	64107f88-7c84-4569-a73c-cc532a3fd27c	MAJOR		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Extract this nested ternary operation into an independent statement.	2026-06-22T04:22:54+0000	false	"confusing / "		Clinica-Santa-Monica:Clinica.WASM/Components/Auditoria/AuditoriaDetalleDialog.razor	false	{startLine=34.0, endLine=34.0, startOffset=99.0, endOffset=174.0}	5min	774b94c27f3f2ce429a424aa4c0e2833	OPEN
2026-06-23T02:26:07+0000	17.0	csharpsquid:S2365	Clinica-Santa-Monica	5min	CODE_SMELL	CLEAR		OPEN		MAIN	-	b22e1ed8-39e3-4b8b-a509-50e3f31760cf	CRITICAL		yukyuel@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor 'ComprobantesFiltrados' into a method, properties should not copy collections.	2026-06-22T04:22:54+0000	false	"api-design / performance / "		Clinica-Santa-Monica:Clinica.WASM/Components/Comprobantes/ComprobantesTable.razor.cs	false	{startLine=17.0, endLine=19.0, startOffset=8.0, endOffset=19.0}	5min	6c8a2c3d71c7c81155d68cb871bd651d	OPEN
